,game_id,home_team,away_team,season_type,season,week,game_date,home_score,away_score,result,div_game,location,roof,surface,home_sp,home_yards_gained,home_yards_after_catch,home_epa,home_air_epa,home_yac_epa,home_comp_air_epa,home_comp_yac_epa,home_wpa,home_vegas_wpa,home_air_wpa,home_yac_wpa,home_comp_air_wpa,home_comp_yac_wpa,home_third_down_converted,home_fourth_down_converted,home_interception,home_fumble_lost,home_qb_hit,home_rush_attempt,home_pass_attempt,home_sack,home_touchdown,home_success,home_penalty,home_penalty_yards,away_sp,away_yards_gained,away_yards_after_catch,away_epa,away_air_epa,away_yac_epa,away_comp_air_epa,away_comp_yac_epa,away_wpa,away_vegas_wpa,away_air_wpa,away_yac_wpa,away_comp_air_wpa,away_comp_yac_wpa,away_third_down_converted,away_fourth_down_converted,away_interception,away_fumble_lost,away_qb_hit,away_rush_attempt,away_pass_attempt,away_sack,away_touchdown,away_success,away_penalty,away_penalty_yards,POST,REG,Home,Neutral,closed,dome,open,outdoors,,a_turf,astroplay,astroturf,fieldturf,grass,matrixturf,sportturf
44153,2012_17_CAR_NO,NO,CAR,REG,2012,17,2012-12-30,38,44,-6,1,Home,dome,sportturf,1.0,107.0,33.0,4.8,6.8520703,-1.3584986,4.547141,3.3371177,0.13566169,0.14787756,0.0,0.17388943,0.0,0.2148155,1.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,6.0,0.0,0.0,3.0,39.0,11.0,-6.5913267,4.2873287,-10.502159,2.3875773,0.56002176,-0.16025981,-0.14624295,0.014162779,-0.18455267,0.014162779,0.105249465,1.0,0.0,1.0,0.0,2.0,3.0,7.0,1.0,2.0,7.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
37621,2015_14_SF_CLE,CLE,SF,REG,2015,14,2015-12-13,24,10,14,0,Home,outdoors,grass,0.0,126.0,26.0,0.59761006,1.7513523,1.513534,2.3748772,1.8225776,0.017383039,0.04642284,0.0,0.04768616,0.0,0.046564877,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,-10.0,2.0,-3.4955602,-1.2833906,1.7021635,0.10727551,0.7748195,-0.086503096,-0.08447495,0.0,-0.01550108,0.0,0.00016254396,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5835,2013_02_WAS_GB,GB,WAS,REG,2013,2,2013-09-15,38,20,18,0,Home,outdoors,grass,1.0,39.0,8.0,-1.5845234,1.376283,-0.64020646,0.8777679,0.5188181,-0.020276848,0.011222068,-0.0029504895,-0.0020654798,0.0,0.0218938,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,6.0,-7.502886,5.504337,-9.407085,0.44002405,0.2671418,-0.034140497,-0.012787234,0.0,-0.027614983,0.0,-0.00077788765,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
22373,2017_09_CIN_JAX,JAX,CIN,REG,2017,9,2017-11-05,23,7,16,0,Home,outdoors,grass,0.0,20.0,15.0,-0.4762113,-0.05227381,0.09531951,-1.8300118,2.5790863,-0.032178164,-0.020465136,0.0,-0.010898113,0.0,0.014707863,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,15.0,19.0,-1.8880016,-1.6421291,1.6346462,-1.6421291,1.6346462,-0.0077926964,-0.028356649,0.0,0.02958475,0.0,0.02958475,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
24316,2020_10_BUF_ARI,ARI,BUF,REG,2020,10,2020-11-15,32,30,2,0,Home,closed,grass,3.0,103.0,11.0,7.213626,3.192587,-0.9017839,2.1159718,0.69911295,0.2867812,0.2057142,0.012851939,0.02154246,0.012851939,0.039191216,1.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,45.0,0.0,1.1550684,2.946326,-1.5725905,1.860354,0.039904892,0.12947261,0.10758746,0.09002322,0.071261585,0.09002322,0.086584866,1.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,4.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
12761,2015_05_JAX_TB,TB,JAX,REG,2015,5,2015-10-11,38,31,7,0,Home,outdoors,grass,2.0,57.0,23.0,6.590559,-1.1244148,5.3971887,-1.1244148,5.3971887,0.16452557,0.23215042,0.0,0.08110149,0.0,0.08110149,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,6.0,2.0,2.0,0.0,12.0,0.0,1.1666096,1.3896173,-2.0485303,0.0,0.0,-0.019292623,0.0003131777,0.0,-0.023508132,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2002,2020_01_PHI_WAS,WAS,PHI,REG,2020,1,2020-09-13,27,17,10,1,Home,outdoors,grass,0.0,64.0,30.0,3.5457072,0.13618416,1.9970894,-1.8078928,5.5393686,0.09908969,0.12567972,-0.015221268,0.14609414,-0.015221268,0.16681848,2.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-7.0013056,8.87148,-14.372508,0.0,0.0,-0.15942907,-0.11205681,0.0,-0.117397815,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,2.0,2.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
24962,2020_10_HOU_CLE,CLE,HOU,REG,2020,10,2020-11-15,10,7,3,0,Home,outdoors,grass,0.0,25.0,1.0,-0.82337785,0.05657661,-0.03545866,0.05657661,-0.03545866,-0.028211117,-0.015750349,0.0,-0.0020073652,0.0,-0.0020073652,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,29.0,7.0,3.0808353,3.599915,-2.1893792,1.2774423,1.0128447,0.08656129,0.067393765,0.0776672,-0.041932337,0.0776672,-0.0032026097,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
35733,2015_14_DAL_GB,GB,DAL,REG,2015,14,2015-12-13,28,7,21,0,Home,outdoors,grass,1.0,116.0,10.0,8.58266,2.9753213,-1.120801,2.3575377,1.1057718,0.17855516,0.12613642,0.12376565,-0.05185032,0.09980178,0.0024870038,3.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,1.0,10.0,0.0,0.0,0.0,21.0,0.0,-0.06230311,-0.22220068,0.0,-0.22220068,0.0,-0.011881843,-0.018870912,-0.008791596,0.0,-0.008791596,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
24933,2014_10_CHI_GB,GB,CHI,REG,2014,10,2014-11-09,55,14,41,1,Home,outdoors,grass,3.0,93.0,72.0,4.5019417,-0.20802826,8.848633,-0.20802826,8.848633,0.09343909,0.0058887573,0.06897093,0.0066473545,0.06897093,0.0066473545,1.0,2.0,0.0,0.0,0.0,6.0,5.0,0.0,2.0,7.0,0.0,0.0,0.0,39.0,38.0,-0.28348887,2.7603693,-1.7806954,-0.7835233,3.61687,-0.0090654995,-0.0061305272,1.4219113e-06,0.0011086413,1.4219113e-06,0.0003787144,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6083,2019_03_BAL_KC,KC,BAL,REG,2019,3,2019-09-22,33,28,5,0,Home,outdoors,astroturf,1.0,25.0,7.0,-3.1599603,1.797999,-2.3731213,-0.26062924,1.182294,-0.0212496,-0.047460593,0.013667226,-0.031991094,0.013667226,-0.009916961,1.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,57.0,32.0,2.808986,4.190902,-1.852561,-0.47315347,3.7468574,0.01746159,0.006562341,-0.005603973,0.019710567,-0.005603973,0.038451258,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,5.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
16696,2013_06_TEN_SEA,SEA,TEN,REG,2013,6,2013-10-13,20,13,7,0,Home,outdoors,fieldturf,2.0,29.0,0.0,-11.4452915,0.25417632,-0.8499877,0.0,0.0,-0.45025173,-0.34499928,0.0,-0.029922068,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,3.0,2.0,1.0,4.0,0.0,0.0,1.0,8.0,0.0,-2.574099,0.0,0.0,0.0,0.0,-0.08761155,-0.17178965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
45326,2019_17_PHI_NYG,NYG,PHI,REG,2019,17,2019-12-29,17,34,-17,1,Home,outdoors,fieldturf,0.0,11.0,3.0,-3.0842943,-1.1086062,-1.975688,-0.60205,0.38433832,-0.07952325,-0.060082518,-0.013085723,-0.06643753,-0.013085723,-0.0001576863,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,46.0,-1.0,-3.9481032,3.7311177,-6.3582516,-0.60978293,-0.15451947,-0.07467863,-0.056586295,0.112529695,-0.15567195,0.112529695,-0.08617708,1.0,0.0,0.0,0.0,1.0,5.0,7.0,0.0,0.0,5.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
42892,2018_16_TB_DAL,DAL,TB,REG,2018,16,2018-12-23,27,20,7,0,Home,closed,matrixturf,2.0,29.0,24.0,1.0837697,-1.8991601,2.6662343,-1.8991601,2.6662343,0.028013956,0.074435055,0.0015809536,0.018307865,0.0015809536,0.018307865,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0,47.0,16.0,-5.2322745,8.020808,-4.44555,2.105467,2.415972,-0.09616014,-0.10438121,0.04817862,0.025810707,0.04817862,0.0414258,1.0,0.0,0.0,1.0,3.0,0.0,7.0,1.0,1.0,6.0,2.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
19248,2020_08_DAL_PHI,PHI,DAL,REG,2020,8,2020-11-01,23,9,14,1,Home,outdoors,grass,1.0,59.0,13.0,2.171068,8.214694,-2.9515064,6.025342,1.094021,0.0436147,0.06398222,0.09779747,0.03262472,0.09779747,0.10372418,1.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,1.0,6.0,0.0,0.0,0.0,59.0,29.0,2.4607136,-1.9696615,2.175095,-2.5249825,3.506387,0.10644997,0.08269028,0.011055132,0.0004441887,0.011055132,0.0011545289,2.0,1.0,0.0,0.0,1.0,5.0,7.0,0.0,0.0,8.0,1.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
21121,2022_08_PIT_PHI,PHI,PIT,REG,2022,8,2022-10-30,35,13,22,0,Home,outdoors,grass,0.0,21.0,6.0,-1.4958661,0.28620416,-0.38575885,-0.008526623,0.45453724,-0.028705776,-0.029948652,0.0050783157,-0.01027292,0.0050783157,0.0045031905,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,22.0,9.0,0.47859383,-1.465482,1.363735,-1.465482,1.363735,0.0048880694,0.009858444,-0.0009325887,0.0013308078,-0.0009325887,0.0013308078,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
25783,2020_10_PHI_NYG,NYG,PHI,REG,2020,10,2020-11-15,27,17,10,1,Home,outdoors,fieldturf,2.0,39.0,14.0,3.5280645,-1.187878,1.6955285,-1.187878,1.6955285,0.17660448,0.2439563,0.0,0.014849722,0.0,0.014849722,1.0,1.0,0.0,0.0,1.0,7.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,67.0,0.0,-0.3817767,5.0884724,-9.066502,0.0,0.0,-0.04027483,-0.07154669,0.0,-0.098927215,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,1.0,3.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
29619,2017_12_DEN_OAK,LV,DEN,REG,2017,12,2017-11-26,21,14,7,1,Home,outdoors,grass,2.0,14.0,3.0,-1.4133523,2.0355837,0.406764,2.0355837,0.406764,-0.02343199,0.010191567,0.031884607,-0.0018801689,0.031884607,-0.0018801689,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,14.0,3.0,-0.77960575,-0.73322463,0.1393127,-0.73322463,0.1393127,-0.03119713,-0.010430306,0.0,-0.018405199,0.0,-0.018405199,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
10264,2022_04_MIN_NO,NO,MIN,REG,2022,4,2022-10-02,25,28,-3,0,Neutral,outdoors,,4.0,21.0,0.0,4.444051,2.624806,0.0,2.624806,0.0,0.19067034,0.23710075,0.11206312,0.0,0.11206312,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,7.0,2.0,2.0,2.0,51.0,8.0,8.800216,3.0736341,-0.21591341,2.8133307,0.59100986,0.5923941,0.44984248,0.06528935,0.1377984,0.06528935,0.16815668,1.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,7.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
16535,2010_07_CIN_ATL,ATL,CIN,REG,2010,7,2010-10-24,39,32,7,0,Home,dome,fieldturf,2.0,76.0,32.0,6.303205,1.632679,3.0178795,0.51692766,4.571246,0.36556628,0.3536917,0.0,0.2572199,0.0,0.2644145,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,1.0,7.0,0.0,0.0,1.0,68.0,6.0,2.955288,6.1314073,-5.2938867,2.651633,0.24320088,0.05090881,0.061526876,0.024333583,-0.025314523,0.024333583,0.019007826,2.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,8.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
48245,2015_19_SEA_CAR,CAR,SEA,POST,2015,19,2016-01-17,31,24,7,0,Home,outdoors,grass,0.0,91.0,22.0,3.3837917,0.03971702,2.5444589,0.6558123,2.543498,0.15941316,0.13098013,0.0016602278,0.045380592,0.0016602278,0.045740783,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,60.0,21.0,3.661343,1.0724285,2.8917701,1.0724285,2.8917701,0.009989712,0.01363331,0.0,0.020365786,0.0,0.020365786,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
30539,2016_12_KC_DEN,DEN,KC,REG,2016,12,2016-11-27,27,30,-3,1,Home,outdoors,grass,0.0,49.0,8.0,2.2175918,1.9416078,1.1769851,1.9416078,1.1769851,0.060298804,0.012645602,0.0,0.15289074,0.0,0.15289074,2.0,0.0,0.0,0.0,1.0,5.0,3.0,1.0,0.0,6.0,1.0,1.0,0.0,30.0,3.0,2.0321293,0.350677,-0.46032894,1.7412508,0.3515365,0.22437653,0.2515811,0.21514323,-0.024606854,0.22366677,0.024523638,0.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,0.0,5.0,1.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
23661,2018_09_OAK_SF,SF,LV,REG,2018,9,2018-11-01,34,3,31,0,Home,outdoors,grass,0.0,27.0,11.0,1.2936482,1.7921032,-0.70337856,0.16637051,1.2148199,-0.0035648346,-0.018574119,0.0062417984,0.003528297,0.0062417984,0.012061179,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,14.0,3.0,-0.5675786,2.0001879,-3.238073,-0.23758039,0.109394856,-0.049549095,-0.037872925,0.0,-0.0496843,0.0,-0.03305021,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
36368,2020_14_MIN_TB,TB,MIN,REG,2020,14,2020-12-13,26,14,12,0,Home,outdoors,grass,0.0,17.0,0.0,1.7774993,0.0,0.0,0.0,0.0,0.04774213,0.038397253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,28.0,8.0,1.119673,-1.1550524,1.4506359,-1.1550524,1.4506359,0.11385061,0.13916114,0.041320503,-0.0023732707,0.041320503,-0.0023732707,2.0,0.0,0.0,0.0,2.0,7.0,3.0,1.0,1.0,6.0,1.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
9747,2020_04_DEN_NYJ,NYJ,DEN,REG,2020,4,2020-10-01,28,37,-9,0,Home,outdoors,fieldturf,1.0,134.0,8.0,11.078632,7.0108156,-0.9835923,6.040654,0.49938947,0.34760654,0.34150583,0.09984577,0.08043556,0.09984577,0.09835069,4.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,7.0,1.0,1.0,1.0,24.0,4.0,-6.727335,2.835358,-9.32184,-1.3315808,1.0562124,-0.35760242,-0.4191912,0.0,-0.34363553,0.0,0.013217449,0.0,0.0,1.0,0.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
35503,2010_14_GB_DET,DET,GB,REG,2010,14,2010-12-12,7,3,4,1,Home,dome,fieldturf,1.0,40.0,4.0,-0.8492205,2.8275113,-2.922845,1.2769828,0.21834756,0.032792423,0.076210216,-0.9491263,1.0032349,0.0,0.05346012,1.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,5.0,1.0,1.0,0.0,44.0,21.0,3.3797126,1.739486,1.7580642,1.739486,1.7580642,0.14140734,0.12199551,0.0,0.12266192,0.0,0.12266192,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18522,2021_07_NO_SEA,SEA,NO,REG,2021,7,2021-10-25,10,13,-3,0,Home,outdoors,fieldturf,0.0,-9.0,0.0,-7.091752,0.0,0.0,0.0,0.0,-0.29399884,-0.18225586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,-3.6070597,-1.7894878,0.5232704,0.0,0.0,-0.119208336,-0.20946199,-0.0010661185,-0.070221275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
14304,2012_06_CIN_CLE,CLE,CIN,REG,2012,6,2012-10-14,34,24,10,1,Home,outdoors,grass,2.0,100.0,41.0,5.124421,4.3322024,2.2652164,3.0866337,4.2187905,0.23359528,0.20236717,0.0,0.2292918,0.0,0.2457321,1.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,5.0,0.0,0.0,3.0,66.0,12.0,-1.2540618,4.9240894,2.5721505,6.478283,2.5662603,-0.088544175,-0.23390242,0.051153224,-0.007987831,0.051153224,0.03209361,2.0,0.0,0.0,1.0,2.0,5.0,6.0,2.0,2.0,6.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
41734,2016_16_IND_OAK,LV,IND,REG,2016,16,2016-12-24,33,25,8,0,Home,outdoors,grass,0.0,52.0,18.0,1.1552159,-1.0595847,3.6765523,-1.0595847,3.6765523,-0.011214623,-0.0061710626,-0.007146001,0.025285244,-0.007146001,0.025285244,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,74.0,16.0,4.6741085,1.3434912,1.6818405,1.3434912,1.6818405,0.04185731,0.037988313,0.0013421327,0.018891964,0.0013421327,0.018891964,2.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,9.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
28971,2014_11_SF_NYG,NYG,SF,REG,2014,11,2014-11-16,10,16,-6,0,Home,outdoors,fieldturf,0.0,48.0,21.0,-2.7038794,8.971077,-10.157168,1.972283,1.3403883,-0.047289982,0.021991998,0.0,-0.0030045658,0.0,0.104918465,1.0,0.0,1.0,0.0,4.0,3.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,-2.6701956,3.4313865,-5.417521,0.0,0.0,-0.11933234,-0.069363296,0.0,-0.076232314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2030,2021_01_NYJ_CAR,CAR,NYJ,REG,2021,1,2021-09-12,19,14,5,0,Home,outdoors,grass,1.0,16.0,8.0,-3.3224173,3.4056797,-4.6769705,0.121708095,2.4607544,0.0035462976,0.0055375397,0.0,0.04799372,0.0,0.08545458,1.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,47.0,24.0,2.7554471,0.3229792,1.4605408,1.5910592,1.7126749,0.081382014,0.14208801,0.0,0.041582018,0.0,0.06823942,1.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
19346,2022_08_BAL_TB,TB,BAL,REG,2022,8,2022-10-27,22,27,-5,0,Home,outdoors,grass,1.0,60.0,36.0,0.61962223,2.323163,-0.5565021,0.52994263,2.8376908,0.061262168,0.06868141,0.0,0.073192,0.0,0.10598767,1.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,5.0,0.0,0.0,1.0,16.0,0.0,-0.52593994,1.1177468,-0.8693354,0.9178311,0.0,0.01864225,0.08665024,0.022755057,-0.017791092,0.022755057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
17200,2016_07_CHI_GB,GB,CHI,REG,2016,7,2016-10-20,26,10,16,1,Home,outdoors,grass,1.0,39.0,7.0,1.9416978,3.0964367,-0.8271322,1.3923475,2.5950956,0.09467868,0.0612531,0.12796599,-0.034071565,0.12796599,0.013909876,2.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,-2.844678,0.0930959,-1.6518593,0.0,0.0,-0.08869147,-0.026199177,0.0,-0.05178675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
23610,2022_09_PHI_HOU,HOU,PHI,REG,2022,9,2022-11-03,17,29,-12,0,Home,closed,astroturf,0.0,54.0,40.0,2.0556035,-1.6196067,5.389493,-1.6196067,5.389493,0.01112736,0.0030621905,0.0079414025,0.09778097,0.0079414025,0.09778097,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,6.0,1.0,1.0,0.0,5.0,0.0,-7.5242248,0.0234176,0.0,0.0234176,0.0,-0.18141612,-0.19332357,0.012648761,0.0,0.012648761,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,0.0,4.0,1.0,1.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
31173,2012_12_PIT_CLE,CLE,PIT,REG,2012,12,2012-11-25,20,14,6,1,Home,outdoors,grass,3.0,50.0,31.0,-8.555599,-2.7583828,-4.24865,-1.6576636,3.203784,-0.20064402,-0.18122318,0.0,-0.18050054,0.0,0.028685808,0.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,46.0,18.0,-4.610478,4.6190224,-6.344484,0.62991995,2.5096014,-0.17931274,-0.19787358,-0.027201615,-0.011585027,-0.027201615,0.10611302,1.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
32037,2017_13_CLE_LAC,LAC,CLE,REG,2017,13,2017-12-03,19,10,9,0,Home,outdoors,grass,0.0,85.0,6.0,5.128153,2.7493196,0.5830342,2.7493196,0.5830342,0.08720249,0.05421102,0.031375766,0.03291458,0.031375766,0.03291458,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,1.0,1.0,0.0,56.0,26.0,4.815399,4.1847115,-4.3223233,-2.1802664,4.086037,0.10557936,0.03230343,0.0,-0.0006607175,0.0,0.0591356,1.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,6.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
23944,2016_09_PHI_NYG,NYG,PHI,REG,2016,9,2016-11-06,28,23,5,1,Home,outdoors,fieldturf,0.0,34.0,19.0,-0.8202695,-0.13034797,0.09644526,-1.2597873,1.6509116,0.07757522,0.070834756,0.0,0.013352454,0.0,0.026120722,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,31.0,8.0,-3.4961827,4.241914,-4.1333413,-0.15476209,2.0787697,-0.031742,-0.058326893,0.009257942,-0.02656655,0.009257942,0.017289177,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,6.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
34180,2020_13_NO_ATL,ATL,NO,REG,2020,13,2020-12-06,16,21,-5,1,Home,closed,fieldturf,1.0,24.0,12.0,-1.938898,1.026077,-1.9766785,-1.0363679,0.91777885,-0.02475822,-0.02720838,0.0,0.006908387,0.0,0.02717562,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,4.0,0.0,0.0,2.0,26.0,9.0,2.0278957,2.1311064,-0.5036191,0.9784355,1.103832,0.060926676,0.056379423,0.057004333,0.0071515143,0.057004333,0.013019651,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
15847,2013_06_NYG_CHI,CHI,NYG,REG,2013,6,2013-10-10,27,21,6,0,Home,outdoors,grass,0.0,20.0,13.0,-3.9829326,-1.3690405,-3.426291,-2.6449661,1.8719727,-0.035881117,-0.0069014654,0.0,-0.09925717,0.0,-0.016373634,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,105.0,27.0,8.720206,7.28396,2.1356137,7.28396,2.1356137,0.14316094,0.07186329,0.032075226,0.121893965,0.032075226,0.121893965,2.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,6.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
